name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
vbim,https://vbim.co,vbim provides a Managed Infrastructure in the Cloud for Architectural Firms around the world,https://www.linkedin.com/company/vbim/,"CRM, Information Technology, Internet",c_00001_00010,"Greater Seattle Area, West Coast, Western US",7/1/2017,active,
vccsupport,https://vccsupport.com/,Buy VCC Online- The Most Trusted Digital account Seller,,Accounting,c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2022,active,
vcfo,https://www.vcfo.com/,"vcfo is a financial consulting firm that provides part-time CFO services, recruiting, technology, and HR consulting.",http://www.linkedin.com/company/vcfo,Consulting,c_00251_00500,Southern US,1/1/1996,active,Ellen Wood
vcita,http://www.vcita.com,"Manage clients, appointments & payments from one single app.",https://www.linkedin.com/company/vcita,"Billing, Contact Management, CRM, Email Marketing, File Sharing, Meeting Software, Payments, Small and Medium Businesses, Software",c_00101_00250,"Greater Seattle Area, West Coast, Western US",8/1/2010,active,"Eran Outmazgin, Itzik Levy"
vcopious Software,http://www.vcopious.com,"vcopious software empowers organizations to meet, engage, and conduct businesses in an online virtual world.",https://www.linkedin.com/company/vcopious,"Enterprise Software, Social Media, Software, Virtualization",c_00001_00010,"Greater Philadelphia Area, Great Lakes, Northeastern US",1/1/2009,active,"Harpreet Chatha, Ron Giannone"
vdiscovery,https://vdiscovery.com/,vdiscovery is a data consultancy that provides computer forensic and electronic discovery services.,https://www.linkedin.com/company/vdiscovery/,"Consulting, Legal, Professional Services",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",1/1/1973,active,
veEDIS Clinical Systems,http://www.veedis.com,A cloud-based Emergency Department Information System (EHR) designed to adapt to the changing needs of today’s hospitals. ,https://www.linkedin.com/company/veedis-clinical-systems/,"Computer, Software",c_00011_00050,"Greater Miami Area, East Coast, Southern US",1/1/1991,active,Thomas L. Grossjung
veJov Design,https://vejov.com,"veJov Design offers graphic design, branding, digital marketing, content marketing, video production, and social media marketing solutions.",https://www.linkedin.com/company/vejov-design,"Analytics, Brand Marketing, Content Marketing, Digital Marketing, Graphic Design, SEO, Social Media Marketing",c_00001_00010,"Great Lakes, Northeastern US",,active,Venroy Joseph
vebnest,http://www.vebnest.com,"Unlimited master reseller hosting, Unlim",https://www.linkedin.com/company/vebnest-com,Web Hosting,c_00011_00050,"West Coast, Western US",1/1/2006,active,
vector services,https://vectorservicesus.com,vector services offers construction support services.,https://www.linkedin.com/company/vectorservicesus,"Civil Engineering, Construction",c_00051_00100,"Great Lakes, Midwestern US",1/1/2016,active,Joshua Bieler
vectorStyler,https://www.vectorstyler.com/,vectorStyler is a vector graphics editor designed for professionals. It has all the features typical to high-end illustration solutions.,,Information Technology,,"Great Lakes, Midwestern US",,active,
ved.io,http://ved.io,"Ved.io is an iPad app that synchronizes short form posts to video. By combining video with web content such as images, links, text,",,"Content, Video",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",9/1/2007,active,"Craig Boyce, Michael Gammon"
veedah,https://hello.veedahapp.com/,"veedah is a wellness and fitness services company that offers app solutions featuring nutrition, workouts, and self-care assistance.",https://www.linkedin.com/company/veedah/,"Apps, Fitness, Health Care, Wellness",c_00001_00010,"Greater Miami Area, East Coast, Southern US",1/1/2017,active,
veedemus,http://www.veedemus.com,Veedemus is a clothing re seller that focusing on modern and traditional Indian garments.,,"E-Commerce, Fashion, File Sharing, Film, Social Media",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",2/1/2009,active,
vehicle parts online,https://5starsautoparts.com/product/omgo-car-dvr-dash-cam-dual-lens-rear-view-mirror/,5stars auto parts company is making personalized vehicle parts online.,,"Automotive, Fashion",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",6/23/2013,active,
vektor.io,http://vektor.io,vektor.io provides software technology for the construction industry.,https://www.linkedin.com/company/vektorio/,"Cloud Data Services, Messaging, Mobile, Software",c_00001_00010,"Great Lakes, Midwestern US",4/1/2014,active,Juha Vesanen
velavu,https://www.velavu.com,"velavu is an assets management company that offers vehicle tracking, driving events, geofencing, and pallet tracking.",https://www.linkedin.com/showcase/chatbeacon.io,"Asset Management, Information Services, Information Technology, Software",c_00001_00010,Great Lakes,1/1/2020,active,
velo.ai,https://velo.ai,"velo.ai develops Copilot, an AI-powered bike light that puts autonomous vehicle tech on the back of a bike.",https://www.linkedin.com/company/velo-ai,"Artificial Intelligence (AI), Autonomous Vehicles, Image Recognition, Sensor, Video",c_00001_00010,"Great Lakes, Northeastern US",1/1/2022,active,Clark Haynes
velocityHUB,https://velocityhub.com/,"velocityHUB is a provider of performance services to high performing sales, leaders, individuals and organizations around the globe.",https://www.linkedin.com/company/velocity-performance/,"Business Development, Consulting, Education, Training",c_00051_00100,"East Coast, New England, Northeastern US",,active,
vendit,https://www.vendit.xyz,"vendit provides market research, demand generation, and data solutions to the companies and marketing service providers.",https://www.linkedin.com/company/vendit-inc,"B2B, Lead Generation, Market Research",c_00051_00100,"Greater Philadelphia Area, East Coast, Southern US",1/1/2020,active,Satyam Pandey
vendorspace,http://www.vendorspace.co,Hire the right vendor for every event.,https://www.linkedin.com/company/vendorspace/,"Event Management, Events, Marketplace",c_00001_00010,"Greater Atlanta Area, East Coast, Southern US",1/1/2016,active,"Ify Ifebi, Theodore Caravellas"
vendrx.net,http://vend-rx.com,VendRx is a healthcare company that offers a medication vending machine that dispenses directly to patients.,,"Health Care, Medical, Pharmaceutical",c_00001_00010,Western US,1/1/2011,active,
venn,https://www.venn.city/,Venn offers a platform that encourages urbanites to become active creators and participants in the development of their community.,https://www.linkedin.com/company/venn-city/,"Information Technology, Internet, Software",c_00051_00100,"Greater New York Area, East Coast, Northeastern US",1/1/2016,active,"Chen Avni, Or Bokobza"
venntov,https://venntov.com,Ecommerce experts / Shopify expert partners / SEO App developer,https://www.linkedin.com/company/venntov,"Developer Tools, E-Commerce, Enterprise Applications, SEO",c_00001_00010,"Greater Los Angeles Area, Inland Empire, West Coast, Western US",1/1/2010,active,Josh Highland
ventureLAB,http://www.venturelab.ca/,ventureLAB is a NPO that provides businesses with development solutions.,https://www.linkedin.com/company/venturelabca,"Business Development, Non Profit, Social Entrepreneurship, Software",c_00001_00010,Great Lakes,1/1/2011,active,Melissa M. Chee
ventureboyz llc,http://ventureboyz.com,Ventureboyz is a digital media platform that provides web application design and development solutions.,https://www.linkedin.com/company/ventureboyz,"Apps, Consulting, Web Design, Web Development",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",10/1/2015,active,"Marc Borrelli, Michael Laudino"
venue360,https://www.venue360.com,Venue360 offers cloud-based camp management and booking software.,https://www.linkedin.com/showcase/venue360,"Cloud Computing, Information Technology, Social Media, Software",,"Greater Seattle Area, West Coast, Western US",,active,
verCloud,https://www.vercloud.io,"verCloud is an IT company that provides cloud migration, data and analytics, and cloud computing services.",https://www.linkedin.com/company/vercloud,"Analytics, Cloud Computing, Cloud Infrastructure, Information Technology",c_00011_00050,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2019,active,
verTerra Corp,http://verterracorp.com,"verTerra Corp is a real property consulting firm specialized in strategic consulting, procurement, financial advisory & project management.",https://www.linkedin.com/company/verterra-corp,"Financial Services, Project Management, Real Estate",c_00001_00010,Great Lakes,1/1/2009,active,
veriMED Health Group,https://verimedhealthgroup.com,"veriMED Health Group provides primary care services for family, general, internal, and geriatric medicine.",https://www.linkedin.com/company/verimedhealthgroup,"Health Care, Hospital, Medical, Primary and Urgent Care",c_00051_00100,"Tampa Bay Area, East Coast, Southern US",1/1/1999,active,Jai Cho
veriMED Health Group Lakeland,https://www.verimedhealthgroup-lakeland.com,"veriMED Health Group Lakeland provides primary care, well-woman examinations, and laboratory testing services.",,"Health Care, Health Diagnostics, Medical, Primary and Urgent Care",c_00001_00010,"East Coast, Southern US",,active,
"veriMED IPA, LLC.",http://www.verimedipa.com/,veriMED IPA focuses on the development of management solutions for the healthcare industry.,https://www.linkedin.com/company/verimed-ipa-llc,"Consulting, Health Care, Medical",c_00011_00050,"Tampa Bay Area, East Coast, Southern US",1/2/2011,active,
veroFresh,https://www.verofresh.com,veroFresh collects and synthesizes real-time data from the disparate systems.,,"Analytics, Electronics, Hardware, Software",c_00001_00010,"Greater San Diego Area, West Coast, Western US",1/1/2011,active,Mark Hogan
versa cardio,https://www.versacardio.com,Versa Cardio provides mobile cardiac telemetry services.,https://www.linkedin.com/company/versa-cardio-llc,"Health Care, Health Diagnostics, Hospital, Personal Health",c_00011_00050,"Greater Los Angeles Area, Inland Empire, West Coast, Western US",1/1/2013,active,
vertex resource group,https://www.vertexresourcegroup.com,"Vertex Resource Group is a workforce solutions company that provides recruitment, screening, interviewing, and referencing services.",https://www.linkedin.com/company/vertex-resource-group/,"Consulting, Human Resources, Recruiting",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/1992,active,
vertisense,http://www.vertisense.com,Vertisense is a Techstars company that develops connected sensor technologies for non-invasive measurement of human conditions.,https://www.linkedin.com/company/vertisense,"Hardware, Information Technology, Software",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",4/9/2012,active,"Ben Biron, Jonathan Ofir, Max Koeppel"
very very spaceship,https://vvspaceship.website/,very very spaceship is staying curious while making video games,https://www.linkedin.com/company/vvspaceship/,Space Travel,,"Greater Seattle Area, West Coast, Western US",1/1/2018,active,Sean Vesce
verybusy.io,https://verybusy.io,Frictionless retouching review and approval.,https://www.linkedin.com/company/verybusydotio,"Collaboration, Photography, SaaS",c_00001_00010,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",7/27/2018,active,"Emily Fishman, Peter Hunner"
verynice,https://www.verynice.co,verynice design strategy practice that provides strategic consulting and design services.,https://www.linkedin.com/company/a-verynice-design-studio,"Art, Consulting, Small and Medium Businesses",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2008,active,
vesoft,https://vesoft.com,vesoft is the creator of the lightning-fast open-source distributed graph database #Nebula Graph#,https://www.linkedin.com/company/vesoft-nebula-graph/,"Database, Information Technology, Software",c_00051_00100,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",10/9/2018,active,Sherman Ye
veteran.Me,https://www.veteran.me,"Verified Veteran™ Email Accounts, Military Network,  and Veteran Resource Search Platform",https://www.linkedin.com/company/veteran-me/,"Information Technology, Internet",c_00001_00010,"Dallas/Fort Worth Metroplex, Southern US",1/1/2015,active,Andrew K. Nguyen
vfds.com,https://vfds.com,"vfds.com is an electrical equipment store that provides custom panels, motor accessories, and industrial controls.",https://www.linkedin.com/company/vfds-com,"E-Commerce, Industrial, Rental",c_00011_00050,Western US,1/1/1979,active,
vgeek solutions,http://www.vgeeksolutions.com,"Vgeek Solutions is a graphic design firm based in Cave Creek, Arizona.",https://www.linkedin.com/company/vgeek-solutions,Consulting,c_00011_00050,"Greater Phoenix Area, Western US",5/7/2013,active,
vhf,https://www.vhf.com,"vhf is a machinery manufacturing company that manufactures CNC milling machines, milling tools, and CAM software for the dental industry.",https://www.linkedin.com/company/vhf-group,"Dental, Machinery Manufacturing, Manufacturing, Software",c_00251_00500,"Greater New York Area, East Coast, Northeastern US",1/1/1988,active,
vi by Aderant,https://vibyaderant.com,vi by Aderant is a people management platform for professional services firms.,https://www.linkedin.com/company/vibyaderant,"Business Development, Consulting, Online Portals, Professional Services, Recruiting",c_00501_01000,"Greater Atlanta Area, East Coast, Southern US",1/1/2001,active,
viGlobal,http://www.viglobal.com/,viGlobal is a provider of state-of-the-art talent management software to professional services organizations worldwide.,https://www.linkedin.com/company/12958885/,Software,c_00051_00100,Great Lakes,1/1/2001,active,
viO HealthTech,https://www.viohealthtech.com/,viO HealthTech is a women's health services center that provides pregnancy services.,https://www.linkedin.com/company/fertility-focus,"Fertility, Health Care, Medical Device",c_00011_00050,"East Coast, New England, Northeastern US",1/1/2006,active,"Craig Citron, Rob Milnes"
viRepel,https://www.virepel.ca,"ViRepel offers cutting-edge goods that safeguard the environment while allowing people to work, learn, and interact.",https://www.linkedin.com/company/virepel,"Consumer, Personal Health, Public Safety",,Great Lakes,1/1/2020,active,
viTal4men,https://www.vital4men.com,viTal4men specializes in testosterone replacement therapy for men! We have 3 valley-wide walk-in clinics in the Phoenix Metro area.,https://www.linkedin.com/company/vital4men/,"Health Care, Hospital",c_00011_00050,"Greater Phoenix Area, Western US",1/1/2012,active,
viaDirect Solutions,https://viadirectsolutions.com/,"viaDirect Solutions, a provider of market intelligence and data analytics for the post-acute sector.

",https://www.linkedin.com/company/viadirectsolutions/,"Analytics, Hospital",c_00001_00010,"East Coast, Southern US",1/1/2015,active,
viaGlamour,https://viaglamour.com,ViaGlamour is an all-in-one platform for creatives in the beauty industry.,https://www.linkedin.com/company/viaglamour/,,c_00001_00010,Great Lakes,8/1/2018,active,
viaGoood,http://viagoood.com,Positive social network connecting people who want to feel good and do good every day,https://www.linkedin.com/company/viagoood,"Internet, Mobile Apps, Social Impact, Social Network",c_00011_00050,"East Coast, Southern US",1/1/2015,active,Michal Valta
viaMD,https://www.viamd.com,viaMD is a surgical supply chain software as a service company.,https://www.linkedin.com/company/viamd-inc.,"Hospital, Medical, SaaS, Software, Supply Chain Management",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2000,active,
viaNetwork,http://www.vianetwork.co,VIA™ is connecting the world's innovation communities through a dynamic video network. Our products help innovators effectively broadcast,https://www.linkedin.com/company/the-vianetwork,"Communities, Internet of Things, Social Media, Video",c_00001_00010,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2011,active,Kyle Kilcoyne
viaPeople,https://www.viapeople.com,viaPeople  is a talent management and human resources software marketplace.,https://www.linkedin.com/company/viapeople-inc./,"Human Resources, Marketplace, Software",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",3/1/2002,active,"Artur Gazdowski, James Perry, Karen Caruso, Leah Groehler"
viaPhoton,https://viaphoton.com/,viaPhoton provides fiber solutions for all data center environments.,https://www.linkedin.com/company/viaphoton/,"Data Center, Hardware, Telecommunications",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2020,active,"Baber Abbas, Wasif Khan"
viaPlace,http://www.viaplace.com,viaPlace is a software-as-a-service and location based framework which includes a Points of Interest Registry system.,https://www.linkedin.com/company/viaplace,"Augmented Reality, iOS, Location Based Services, Mobile, Software",c_00001_00010,"Greater Baltimore-Maryland Area, East Coast, Southern US",1/1/2008,active,
viax.io,https://viax.io/,You modern B2B Commerce Growth Engine,https://www.linkedin.com/company/viax-io/,"B2B, E-Commerce Platforms, Enterprise Software, PaaS, Software",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",3/1/2019,active,"Alex Podolsky, Andrew Martin, Dennis Golovaty, Laurence Ramponi"
vibe ride,https://theviberide.com,"vibe ride creates a fitness community dedicated to continuous progress in an open, encouraging, and dynamic atmosphere.",https://www.linkedin.com/company/vibe-ride,"Cycling, Fitness, Health Care, Wellness",c_00001_00010,"Greater Atlanta Area, East Coast, Southern US",1/1/2012,active,"Courtney Anderson, Tiffany N. McKenzie"
vibe.me,http://vibe.me,"A fun and meaningful way to share the vibe you get from places you visit, trending topics, or day to day life.",,"Internet, Social Media",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",10/1/2010,active,"Dustin Crane, Kevin Fremon, Will Mason"
vibeHR,http://vibehr.io,AI-powered People Analytics,https://www.linkedin.com/company/90539579,"Human Resources, PaaS, SaaS, Software",c_00001_00010,"Greater Philadelphia Area, East Coast, Southern US",1/1/2023,active,
vibi+,https://vibiplus.com/,"The delicious way to fiber. Not carbonated, no sugar added, 100% natural and 27% of your daily prebiotic fiber needs.",https://www.linkedin.com/company/vibiplus/,Food and Beverage,c_00001_00010,Southern US,,active,
vibrillhospitality,https://www.vibrillhospitality.com/,"At Vibrill Hospitality, we are dedicated to providing our customers with exceptional vacation experiences",https://in.linkedin.com/company/vibrillfiresafe,Hospitality,c_00051_00100,"Great Lakes, Northeastern US",,active,
vidBoard.ai,https://vidboard.ai,vidBoard is an AI presenter-led video creation platform that platform creates stunning AI-powered video presentations at SCALE in real-time.,,,,Great Lakes,1/1/2021,active,"Ashwin Madhavan, Tushar Bhatnagar"
vidCampaign,http://www.vidcampaign.com/,vidCampaign offers businesses with video creation services for their marketing campaigns.,http://www.linkedin.com/company/vidcampaign,Video,c_00011_00050,Southern US,1/1/2012,active,"Arun Kumar, Pradhiba Santhosh, Shyam Velumani"
vidIQ,http://vidiq.com,vidIQ is a YouTube audience development and management suite that provides applications and solutions for marketers.,http://www.linkedin.com/company/2875518,"Advertising, Analytics, Brand Marketing, Content Creators, Marketing Automation, SEO, Video",c_00101_00250,"San Francisco Bay Area, West Coast, Western US",1/1/2012,active,"James Cross, Robert Sandie, Todd Troxell"
viddedit video editing,https://www.viddedit.com/,Company offering video editing service to range of video from corporate to birthdays,https://www.linkedin.com/in/viddedit,Video,,"Greater New York Area, East Coast, Northeastern US",10/15/2015,active,
videoBIO,http://videobio.com,"videoBIO provides cloud-based digital interviewing and decision making software for HR, Recruiting Agencies and Universities",https://www.linkedin.com/in/catharinefennell,"Enterprise Software, Professional Services, Software, Video",c_00011_00050,Great Lakes,1/9/2009,active,Catharine Fennell
videoNEXT,http://www.videonext.com,"videoNEXT designs, develops, and deploys video management and PSIM solutions for defense and homeland security.",https://www.linkedin.com/company/videonext,"Security, Software",c_00011_00050,"Washington DC Metro Area, East Coast, Southern US",1/1/2002,active,Chris Gettings
videogram,http://www.videogram.com,To make video increasingly flexible by analyzing it at an atomic level.,https://www.linkedin.com/company/videogram-inc,"Advertising, Content Creators, Video",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",6/3/2012,active,"Rahul Golecha, Sandeep Casi"
vidit,https://www.doyouvidit.com/,Vidit is a patent-pending platform service.,https://www.linkedin.com/company/4792930,"Advertising, Analytics, Video",c_00001_00010,"Greater Phoenix Area, Western US",1/1/2014,active,Jennifer Sultzaberger
vidscrip,http://www.vidscrip.com,"Technology that captures, then shares, the expertise of health systems, suppliers, clinicians & patients",https://www.linkedin.com/company/vidscrip,"Health Care, Information Technology",c_00001_00010,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",3/1/2012,active,"Brian Kuyath, John Brownlee"
vied technologies,https://www.viedtech.com/,Vied technologies serve information technology and services.,https://www.linkedin.com/company/vied-technologies-inc-/,"CAD, Delivery Service, Mapping Services, Outsourcing, Recruiting, Staffing Agency",c_00011_00050,"Washington DC Metro Area, East Coast, Southern US",1/1/2006,active,
view.DO,https://view.do/,"view.DO is a conversational experience technology, to modernize enrollment management for nontraditional students.",https://www.linkedin.com/company/viewdo/,"Information Services, Information Technology",c_00001_00010,"Greater Denver Area, Western US",,active,
viewr,https://www.viewr.com,Viewr is a real estate software that is based on virtual reality.,https://www.linkedin.com/company/viewr,"Information Technology, PropTech, Real Estate",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",1/1/2004,active,"Karl Lingenfelder, Ricardo Videira"
viihealth,http://www.viihealth.com/,viihealth offers life sciences and healthcare industry with customer engagement and digital solutions.,https://www.linkedin.com/company/viihealth-inc-,"Health Care, Information Services, Information Technology, Software",c_00011_00050,"Great Lakes, Northeastern US",1/1/2013,active,"Mark Benthin, Sundeep Verma"
vijil,https://www.vijil.ai,Vijil is an AI software startup that helps developers build and operate intelligent agents that people can trust.,https://www.linkedin.com/company/vijil,"Artificial Intelligence (AI), Software",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2023,active,"Subho Majumdar, Vinod Sharma, Zdravko Pantic"
vikuhelp,http://www.vikuhelp.com/,"Vikuhelp is information providing website for all the companies.Get email, airlines, banks, Brands phone number & other information.",,"Information Technology, Internet",,"East Coast, Northeastern US",2/7/2017,active,
vilter repair,https://www.vilterrepair.com,vilter repair specializes in the repair of industrial and marine refrigeration.,http://www.linkedin.com/company/roeling-michael-f-inc,"Industrial, Industrial Manufacturing, Manufacturing",,Southern US,1/1/1973,active,
vinSUITE,http://www.vinsuite.com/,"vinSUITE provides wineries with tools needed to increase sales and stay connected to customers, from the tasting room to the web.",https://www.linkedin.com/company/ewinery-solutions/,"Food and Beverage, Software, Wine And Spirits, Winery",c_00011_00050,"San Francisco Bay Area, West Coast, Western US",1/1/2015,active,
vintage jackets,https://vjackets.com/,"Vintage Jackets sells movie-inspired jackets and costumes online. They offer free shipping, product details, and customer service support.",,E-Commerce,,"Greater Miami Area, East Coast, Southern US",6/12/2018,active,
vintesh,https://vinte.sh,"Vintesh works with big & small companies, helping them develop their brand and showcase it in a powerful way to their audience.",,"Advertising, Consulting, Information Technology",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",11/13/2011,active,Daniel A. Ortiz
viorae,https://viorae.com,SaaS,,,c_00001_00010,"Greater New York Area, East Coast, Northeastern US",5/10/2023,active,Andrew Sampson
vipHomeLink,https://www.vipHomeLink.com,vipHomeLink is a SaaS provider of a branded homeowner Engagement and Prevention platform for B2B partners.,https://www.linkedin.com/company/viphomelink/,"FinTech, InsurTech, Smart Home",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",2/1/2018,active,"Alfred Bentley, Geoffrey Martin"
vipaar,https://vipaar.com,"Vipaar started to transform visual collaboration that introduces Lime, the world’s best way to help people over video.",https://www.linkedin.com/company/vipaar-inc-/,"Information Technology, Software",c_00011_00050,Southern US,1/1/2010,active,
viperks,http://viperks.net,viperks is a cloud based employee discount and appreciation platform.,http://www.linkedin.com/company/gtail-llc,"E-Commerce, Human Resources, Loyalty Programs, SaaS, Shopping, Subscription Service",c_00011_00050,"Great Lakes, Midwestern US",6/19/2014,active,"Art Geigel, Brian Weisman, Eric Golubitsky, Scott Moss"
virevol ai,https://virevol.com,"Virevol AI offers to automate whole processes. More significantly, it opens up new possibilities that were previously unattainable.",https://linkedin.com/company/virevolai,"E-Commerce, Fashion, Retail Technology, SaaS",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",2/16/2018,active,Saurabh Bhatnagar
virgin music,https://www.virginmusic.com,Virgin Music is a full-service label and distribution company that focuses on artist development.,https://www.linkedin.com/company/virginmusiclas,"Digital Marketing, Media and Entertainment, Music",c_00251_00500,"Greater Los Angeles Area, West Coast, Western US",1/1/2021,active,
viridian Automation,https://viridianautomation.com,"viridian is a building technology company that designs, installs, and maintains IP-based building technology solutions.",https://www.linkedin.com/company/viridian-automation-inc,"Facilities Support Services, Network Security, Smart Building",c_00011_00050,Great Lakes,1/1/2009,active,
virtualiToy,http://www.virtualitoy.com,VirtualiToy is a website that allows you to decorate a virtual character in whatever style you want.,,"E-Commerce, Fashion, Internet",c_00001_00010,"Greater Chicago Area, Great Lakes, Midwestern US",,active,
visiWealth,https://www.visiwealth.org,visiWealth is a financial advisory services company that provides financial planning and wealth management services.,https://www.linkedin.com/company/visiwealth,"Advice, Financial Services, Wealth Management",c_00001_00010,"East Coast, New England, Northeastern US",1/1/2022,active,
vision link,https://visionlink.co,vision link designs employee incentive plans and offers compensation consulting services.,https://www.linkedin.com/company/visionlink-advisory/,"Advice, Business Development, Consulting",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",5/1/1996,active,
vision2020online.com,https://vision2020online.com/,Vision2020online.com offers a new way to manage and grow your optometry business.,,"Health Care, Point of Sale, Software",,"Greater New York Area, East Coast, Northeastern US",,active,
vision21 Solutions,https://vision21.com,"vision21 Solutions offers custom IT solutions and computer hardware products like laptop, printers, desktops, accessories, and more.",https://www.linkedin.com/company/vision21-solutions/,"Hardware, Information Services, Information Technology",c_00001_00010,"Research Triangle, East Coast, Southern US",1/1/2015,active,"Dana White, Rick White"
visions2images,https://www.visions2images.com,"Visions2images offers graphic design and digital marketing services for franchises, focusing on visibility, leads, and authority.",https://www.linkedin.com/company/visions2images,"Digital Marketing, Franchise, Graphic Design",c_00001_00010,"Great Lakes, Midwestern US",1/1/2012,active,
visionwebppc,http://visionwebppc.com,Visionwebppc is a best digital marketing agency in Los Angeles. Visionwebppc provide all type digital marketing services.,https://www.linkedin.com/company/vision-web-ppc,"Digital Marketing, SEO, Social Media Marketing",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",6/9/2007,active,
visitPA,https://www.visitpa.com/,"VisitPA is an official page for Pennsylvania tourism that covers details like outdoor adventure, city life, foodie fun, and historic places.",,"Hospitality, Internet, Tourism, Travel",,"Great Lakes, Northeastern US",,active,
visitRaleigh,https://www.visitraleigh.com,"visitRaleigh is a tourism website that offers hotels, events, restaurants, and things to do in Raleigh vacation information.",https://www.linkedin.com/company/grcvb,"Tourism, Travel",c_00011_00050,"Research Triangle, East Coast, Southern US",1/1/1992,active,
visitorX,https://www.visitorx.com,VisitorX began as a research project into human behavior.,https://www.linkedin.com/company/visitorx/,Information Technology,c_00011_00050,"San Francisco Bay Area, West Coast, Western US",1/1/2014,active,"Aaron Michaux, Bridget Kiley, Everett Berry, Karen Salay"
visuEats Imagery Solutions,https://visueats.com,"visuEats is a restaurant app offering photo and video menus, reservations, and payment processing.",https://www.linkedin.com/company/visueats,"Apps, Mobile Apps, Software",c_00011_00050,"Greater Miami Area, East Coast, Southern US",11/1/2019,active,
"visualAI retail solutions, Inc.",https://vairetail.com,"SaaS, Cloud AI, Mobile App, E-Commerce",https://www.linkedin.com/company/101980478,"Artificial Intelligence (AI), E-Commerce, Enterprise Software, SaaS",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",11/13/2023,active,Joe Monastiero
visualARise,https://www.visualarise.me,"We are developing a brand-new technology, that is going to disrupt the markets of Connected Cars, HUDs and HMI.",https://www.linkedin.com/company/visualarise-inc,"Augmented Reality, Automotive, Autonomous Vehicles, Electronics, Sensor, Software",c_00011_00050,"Washington DC Metro Area, East Coast, Southern US",7/1/2019,active,Alexey Medvedsky
visualdx,https://www.visualdx.com,"VisualDx builder helps doctors quickly evaluate possibilities, compare variations, and improve diagnostic accuracy.",https://www.linkedin.com/company/60003/,"Health Care, Information Services, Medical, Software",c_00051_00100,"Great Lakes, East Coast, Northeastern US",1/1/1999,active,Art Papier
visualmerc,http://visualmerc.com/,"Award-winning team dedicated to content production, distribution, and digital media integration.",https://www.linkedin.com/company/visual-mercenary-group,"Advertising, Broadcasting, Web Design",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2002,active,
visualshows.com,https://www.visualshows.com/,visualshows.com provides technology tools to realtors to assist with establishing a brand identity online.,https://www.linkedin.com/company/visualshows-com/,"Internet, Marketing, Real Estate",c_00011_00050,"Greater Phoenix Area, Western US",1/1/2005,active,
vitaMedMD,https://www.vitamedmdrx.com/,VitaMedMD is a pharmaceutical company that provides Rx and OTC nutritional healthcare products to women.,https://www.linkedin.com/company/vitamedmd,"Biotechnology, Dietary Supplements, Health Care, Medical",c_00051_00100,"Greater Miami Area, East Coast, Southern US",1/1/2008,active,"Brian Bernick, Robert Finizio"
vitaTrackr,http://www.vitatrackr.com/,"vitaTrackr Operates a marketplace for health care organizations, employers, food and drug retailers.",https://www.linkedin.com/company/vitatrackr/,"Fitness, Health Care, Marketplace, Wellness",c_00011_00050,Southern US,1/1/2013,active,
vital hockey,https://www.vitalhockeyskills.com/,"vital hockey is the Skills f&alance, Extreme Edgework, Strength, Agility, Rolling the Wrists and Offensive Creativityocus.",,,,Great Lakes,,active,
vitalclip,http://vitalclip.com,VitalClip is creating an iPhone accessory that measures vital signs and adds context to deliver an instant and meaningful view of your,,"Apps, Health Care, iOS, Software",c_00001_00010,"Great Lakes, Northeastern US",1/1/2011,active,Steven Radney
vitalmond trading,https://vitalmond.com/,vitalmond is online crypto trading stock exchange company.,,"Cryptocurrency, Information Services, Real Estate, Social Entrepreneurship",,Western US,10/2/2020,active,
